id,titulo,ref,tipo,categoria,descricao,disponibilidade,preco,razao_social,cnpj,constituicao,tributacao,ativos,valor_estoque,produtos,servicos,fundacao,motivo_venda,vol_vendas_a_1,vol_vendas_a_2,vol_vendas_a_3,faturamento_mensal,lucro_bruto,margem_lucro,lucro_liquido,imovel,endividamento,condicoes_venda,numero_funcionarios,diferencial,endereco,endereco_complemento,endereco_bairro,cidade,estado,pais,_contato_responsavel,_contato_telefone,_contato_email,_contato_skype
44,"PIZZARIA QUALIDADE",0022,Pizzarias,Comércio,,0,160000,"Razão Social ","CNPJ ","Sociedade Limitada",Simples,"Forno a lenha fabricado em 2009, 1 Visa Cooler, 3 Freezers horizontais,  2 Freezers verticais, 1 geladeira, ar condicionado 30000btus, 3 televisores, alarme e câmeras, câmara fria 4 portas, multiprocessador, masseira, serra elétrica, hidro jato, 50 mesas com cadeiras, 2 micro computadores, ECF, sistema de pedidos, balança digital, 2 mesas inox, site na internet com sistema interativo de pedidos.",5000,"Pizza, massas, bebidas etc...","tele- entrega",2004,"Proposta inicial é sociedade para crescimento da empresa",0,0,0,62000,30000,20,12500,2,"Possui passivos de impostos decorridos no começo do negocio, mais fácil pagamento e o giro normal dos funcionários caso queria demiti-los.","Aceita sociedade com 50% no valor de R$ 80.000,00 onde metade deste valor será para pagamento de impostos e outros passivos e a outra metade será investido na própria empresa aumentando assim seu faturamento ",8,"Lindíssima pizzaria com amplo estacionamento, optamos em fornecer pizzas de qualidade mais elevada em relação a nossos concorrentes.","Endereço ",Complemento,"Bairro ",Joinville,"Santa Catarina",Brasil,"Responsável ","Telefone ","Email ",Skype
45,"IND. DE LUBRIFICANTES (DESATIVADA)",0023,Equipamentos,Indústria,,0,2500000,Lubrificantes,11.691.117/0001-85,"Sociedade Simples",Simples,"- TERRENO COM 1682 M²

Com piso de asfalto na parte do estacionamento, cercado de muro nos fundos e tela e grade com portões de ferro na frente.


- GALPÃO COM 520 M² 

	Feito em alvenaria com cobertura metálica, telhas galvanizadas, 6 metros de pé direito, portões de ferro com chapa reforçada, piso cimentado com pintura epox, banheiros, cozinha, escritório montado com computadores e programas específicos, sala de laboratório com blindex, dois mezaninos, grade interna repartição da produção (área de segurança) 

- PARTE EXTERNA FUNDOS

	Barracão cobertura tanques de armazenamento de matéria prima, pátio cimentado com tanques e deposito.
	Reservatório de água de 5000 litros


- ILUMINAÇÃO

	Iluminação interna com lâmpadas fosforescente e incandescentes
	Iluminação externa com holofotes

01 - MAQUINA DE ENVASE MARCA ERLI DE 500 ML A 20 LTS. INOX
Enchimento do através de bomba de vácuo. A movimentação dos frascos é feita por uma esteira motorizada, acionada por pedal. 
01 - MAQUINA DE ENVASE DE 100 ML A 1 LITRO. INOX
Enchimento do através de bomba de vácuo. O operador coloca os frascos na calha pisa no pedal abaixando os bicos o envase começa automaticamente.
01 - ESTEIRA COM TAMPADOR PNEUMATICO INOX
Controle de velocidade através de polia expansiva. Estrutura em aço carbono pintado. Mesa em madeira compensada.  Revestimento em aço inox. Regulagem de velocidade e ajuste da lona. Manutenção simples e prática.
01 - MESA GIRATÓRIA INOX

Posiciona-se a mesa na entrada da maquina envasadeira e colocam-se sobre ela os frascos vazios para serem envasados. A mesa alimentará a envasadeira alinhando os frascos na esteira da maquina. 

01 - FILTRO CONTAINER CAPACIDADE 1000 LTS. INOX
A bomba puxa o produto do recipiente passa pelo filtro e despeja já filtrado em outro recipiente 
01 - EMPILHADEIRA ELETRICA CAPACIDADE 2000 KG  TRACIONADA – PALETRANS
	
Esta empilhadeira é um equipamento eletrônico destinado a elevar e movimentar cargas em percursos
Planos, nivelados e isentos de buracos.
Os comandos são bem visíveis e acionados comodamente e ergonomicamente.
O equipamento se encontra de acordo com todas as normas da Comunidade Européia referentes à
Segurança e conforto.

01 - TANQUE DE 5000 LITROS ARMAZENAMENTO DE MATERIA PRIMA
	
Tanque de ferro, armazenamento simples. Com registro, válvulas e encanamentos.

01 - TANQUE DE 15000 LITROS ARMAZENAMENTO MATÉRIA PRIMA

	Tanque de ferro, armazenamento simples. Com registro, válvulas e encanamentos.

03 - TANQUES DE 30.000 LITROS BIPARTIDOS, ARMAZENAMENTO.

	Tanque de ferro Jaquetado, com três divisões de 10.000 l. Cada. Com registro e válvulas e encanamentos.

03 - TANQUES DE 6000 LTS ARMAZENAR PRODUTO ACABADO

	Tanque poletileneo com dupla camada, armazenamento produto final.

03 - BOMBAS INSTALADAS COM FILTROS COM TUBULAÇÃO EM AÇO INOX

	Bombas que filtram e alimentam as envasadoras e abastecem os tanques. 

01 - REATOR DE 2000 Litros / 3 horas, COM TUBULAÇÃO e FILTRO EM AÇO INOX

	Onde ocorre a preparação e distribuição para envase do produto pronto.

01 - REATOR DE 5000 Litros / 3 horas, COM TUBULAÇÃO e FILTRO EM AÇO INOX
	
	Onde ocorre a preparação e distribuição para envase do produto pronto.

01 - ESTERIRA FECHAMENTO DE CAIXAS DE PAPELÃO CICLOP
	
Mesa esteira para fechamento da caixa de papelão para colocar os frascos de óleo.

08 - PRATELEIRAS DE AÇO 15 MTS DE COMPRIMENTO / 2,50 DE ALTURA CADA

02 - ESTEIRAS DE 6 MTS. ELETRICA

	Esteira que leva produto acabado e envasado para embalar.

02 - ETIQUETADORA PARA TAMBOR E CAIXAS

04 - CONTAINERS DE 1000 LTS. CADA

01 – COMPRESSOR

50 – PALETS

",0,"- OLEO - MOTOR 2 TEMPOS - SAE 30

 - OLEO - POWER FLEX SAE - 20W40

 - OLEO - ROYAL TOP TURBO - SAE 15W40

 - OLEO - ATF AUTOMATIC TIPO A - SAE 5W30

 - OLEO - AUTOMATIC - SAE 5W30

 - OLEO - POWER FLEX - SAE 20W50

 - GRAXA - GRAXA MP

 - GRAXA - GRAXA CHASSI

 - OLEO - PREMIUM - SH AD - ISO 68

 - OLEO - PODIUM - SAE 30

 - OLEO - PODIUM - SAE 40

 - OLEO - ROYAL - SAE 30

 - OLEO - ROYAL - SAE 40

 - OLEO - MOTOR 4 TEMPOS - SAE 20W40

 - OLEO - ROYAL TURBO - SAE 15W40

 - OLEO - HIPOIDES - SAE 90

 - OLEO - HIPOIDES - SAE 140

 - OLEO - PREMIUM HREP - ISO 68

 - OLEO - ULTRA TRACTOR - THF 11 - SAE 30
 
",,2000,"Socios possui outros negocios em cidade diferentes",12000000,0,0,1000000,0,30,300000,1,Nenhum,"A industria com todos os equipamentos, documentações, registros, formulas
e outros é de R$ 1.800.000,00 (hum milhão e oitocentos mil reais)

O valor do imovel é de R$ 700.000,00 ( setescentos mil reais)

Total com imovel R$ 2.500.000,00 ( dois milhões e quinhentos mil reais.)
",0,"-- CAPACIDADE dos 2 Reatores / HORA – 2000 LITROS
- CAPACIDADE MENSAL (20 dias de 7 hs.) – aproximadamente – 280.000 LITROS
- Capacidade de faturarar somente com a industria R$ 1.400.000,00 mês.
- São duas empresa uma ind. e uma distribuidora.
",eeeeeeee,,eeeeeeeeee,Outras,"Minas Gerais",Brasil,lacordairesantana,66666,maudigital@ig.com.br,eee
46,"empresa de prestação de serviços",,Construtoras,Serviços,,0,300000,"Planetcom Consultoria e Serviços Ltda",03.149.043/0001-21,"Sociedade Limitada","Lucro Presumido","kombi 2008, pólo sedan 2010, furadeiras e ferramentais diversos.",200000,"serviços técnicos","industrial, equipamentos, lay-out e engenharia",1999,"mudanç de cidade e de ramo de negócio.",100000,300000,700000,100000,70000,35,30000,2,0,"parcelado em 3 vezes (1 + 2 x)","sob demanda","trabalha com projetos e serviços, linha única no mercado, integração","Rua Dr. João Colin, 1285, sala 03",jbc,américa,Joinville,"Santa Catarina",Brasil,"Rodrigo Frazão","047 3028-4490",planetcom@joinvillebc.com.br,
47,"LOTÉRICA SUL",0025,Lotérica,Serviços,,0,900000,"LOTERICA PONTO DA SORTE LTDA ME",05.794.107/0001-72,"Sociedade Limitada",Simples,"5 terminais + 06 cadeiras de atendente
01 cofre  médio
01 casa forte + 01 cofre (cofre utilizado por agencia bancaria anteriormente) lotérica localizada na antiga agencia do besc
01 computador
01 sistema operacional lotérica (software) controle interno lotérica
Cozinha montada + bebedor elétrico + mesa com bancos
Mesa de centro + duas cadeiras ( sala de visita )
02 mesas de retaguarda com 2 cadeiras
Splitter ( condicionador de ar ) 30 mil
Loja monitorada por empresa de vigilância
13 câmeras internas + 01 computador com sistema geovision – com controle de imagem a distancia- acessado de qualquer  pc
Armário + mesa  em  l + cadeira + sala  gerencia
01 maquina de contar  cédulas 
03 calculadoras elétricas + 06 calculadoras  de mesa
01 tv 20 polegadas
01 mesa recepção malotes

",,,"Pagamentos e Jogos",1974,"Mudança ",,800000,1300000,30000,30000,68,18000,2,Nenhum,"Negociável ","6 fucionarios","Hoje também com serviços de correspondente bancário, ou seja, na lotérica faz-se financiamento imobiliário, consorcio imobiliário, consignação, e acrescentamos que ainda não utilizamos o potencial que temos para desenvolver  trabalho em estas 2 carteiras, financiamento e consignação, os financiamentos agora só poderão ser operados por correspondentes, lotérica bem situada, no centro da cidade com ótima clientela formada.cidade com aproximadamente 100 mil habitantes, carro forte, agencia receptora a 500 mts.","R.LAURO MULLER 260","SALA 03",CENTRO,"Litoral Sul","Santa Catarina",Brasil,"EDSON ROSA MARTINS",48-9986-2001,nosderm@terra.com.br,
48,"COMÉRCIO DE VIDROS (Com passivo)",0026,Distribuidoras,Comércio,,0,0,"BENEFICIAMENTOS DE VIDROS",80.081.433/0001-58,"Sociedade Simples",Simples,"Maquinas industriais diversas R$ 250.000,00, informática, moveis e telefonia, R$ 50.000,00 equipamentos de montagem,  R$ 15.000,00 7 veículos R$ 157.000,00. ",,"Vidros. Espelhos, molduras, box de vidro, janelas, portas, luminárias, espelheiros.","Manufaturados de vidros, espelhos e madeira, montagem.",1987,"Falta de sucessor e problemas familiares",1400000,1800000,1900000,210000,110000,106,38000,2,"A empresa atualmente deve cerca de R$ 650.000,00 aproximadamente, porém de imediato o investidor tem que ter aproximadamente 350 mil para tocar o negocio pois esta sem capital de giro!","Somente assumir comissão de 5% sobre o valor do passivo e assumir passivo e ativo.",35,"A empresa fornece produtos de alta qualidade, presta serviços com profissionais treinados, e busca a satisfação do cliente. 
Empresa tradicional e com muito expertise na área! 
Excelente oportunidade de negócio! Mercado em crescimento exponencial!
Excelente carteira de clientes, ativos, cadastrados.",rrrrrr,rrrrrrrr,rrrrrrr,Joinville,"Santa Catarina",Brasil,Manfred,6666666666,MAUDIGITAL@IG.COM.BR,666666666666
49,"CENTRO DE EDUCAÇÃO INFANTIL (Barbada)",0027,Escolas,Serviços,,3,25000,"Razão Social ","CNPJ ","Sociedade Limitada",Simples,"1 Computador novo, 1 mesa escritório c 3 cadeiras. Mesa grande refeitório, vaias mesas de madeira nas salas, c/ cadeiras, geladeira, fogão, frigobar, microondas, brinquedos, prateleiras, brinquedos do parque, material didático, quadros negro, 2 TVs, 2 aparelho de som, 2 DVDs, negocio todo montado e decorado divisão de salas feitas.",,,"Educação infantil",2005,"Em virtude de ter vários negocio queremos vender este, não tem condição de continuar tocando.",0,0,0,15500,13000,15,1000,2,Nenhum,"Negociável, aceita carro no negocio",10,"Escola montada em funcionamento, toda legalizada junto à secretaria da educação atualmente com 60 alunos porém já teve mais de 75 alunos falta um trabalho maior na busca de novos alunos o mercado exite.","Endereço ",Complemento,"Bairro ",Joinville,"Santa Catarina",Brasil,"Responsável ","Telefone ","Email ",Skype
50,"DISTRIBUIDORA DE EMBALAGENS",0028,Distribuidoras,Comércio,,0,280000,"11.691.117/0001-85 ",11.691.117/0001-85,"Sociedade Limitada",Simples,"Loja montade,Computadores, moveis, etc...",150000,"Embalagens descartaveis e material de limpeza.",,2008,"Doença e aposentadoria com mais de 25 anos somente no ramo de embalagens",395800,425785,419868,45000,20000,17,8000,2,Nenhum,"Aceita carro de pequeno valor,imóveis, negociável.",4,"Clientela formada.","Rua Florianopois, 2051",,Itaum,Joinville,"Santa Catarina",Brasil,"João Batista","47 34297130/ 91299519",oliveira.emblagens@gmail.com,
51,"AUTO ESCOLA ",0029,"Auto Escola",Serviços,,0,600000,"11.691.117/0001-85 ",11.691.117/0001-85,"Sociedade Limitada",Simples,"Micro ônibus, automóveis, motos,
Escritório e sistema completo
Pista de treinamento e prova
Todos os carros equipados com gás natural.
",,,"Carteira de habilitação.",1998,"Proprietario mudança de cidade.",0,0,1100000,70000,65000,30,30000,2,Nenhum,Negociável.,15,"1. Boa infra-estrutura
2. Capacidade de adaptação a forma de trabalho do cliente.
3. Conceito no mercado.
4. Conceção junto ao DETRAN
","Rua Blumenau",,América,Joinville,"Santa Catarina",Brasil,,,,
52,"IMPORTADORA E EXPORTADORA DE VINHOS  E ALIMENTOS",0030,"Importadora e Exportadora",Serviços,,0,600000,"11.691.117/0001-85 ",11.691.117/0001-85,"Sociedade Limitada","Lucro Presumido","Operamos em uma área de 350 m². Escritório, Depósito, computadores, impressoras, sistema de controle. Moveis e utensílios;Automóvel Fiat Picape Strada -  2009/2009 - Placas MGD 5843.
",300000,"Vinhos, espumantes, alimentos ( conservas )  e bebidas quentes.","Importação e Exportação",2007,"Procuro interessado na compra de ( 100% ) de minha empresa, pois entrei de sócio numa empresa de outro segmento.",0,0,0,120000,65000,15,15000,2," Capital de giroR$ 264.00,00","R$ 600.000,00 mais parcelas do capital de giro!",7,"	A Importadora possui um excelente mix de produtos de vários países sendo formalizado num período de 3 anos, onde normalmente uma Importadora levaria  5 a 6 anos p/ integralizar estas linhas, isto se deve aos 21 anos de mercado que possuo.
	Outro ponto relevante é sobre o novo Regime Especial adquirido: DIAT, isto nos possibilita pagar em cada importação um 4 a 6% o ICMS de nossa empresa. Este regime nos custou R$ 8.500,00. (Aumentando ainda mais a margem de lucro e podendo ser mais competitivos em preço no mercado ).
	Operávamos nas importações com o radar Ordinário passamos a operar  com uma cota de USD 475.000,00 por semestre .
	Contamos com uma profissional - Gerente de Importação, que atuava na empresa multinacional.
	Possuímos o cartão BNDES, possibilitando a qualquer momento a compra de um terreno e a construção de uma estrutura própria.
","Rua Blumenau",,América,Florianópolis,"Santa Catarina",Brasil,,,,
53,"LIVRARIA E PAPELARIA",0031,"Livraria - Papelaria",Comércio,,0,150000,"11.691.117/0001-85 ",11.691.117/0001-85,"Sociedade Limitada",Simples,"- Empresa 100% informatizada, da loja até as rotinas administrativas
- Loja com 60m², piso em laminado de madeira e teto em gesso
- Todos os móveis da loja seguem o alto padrão de qualidade.
- Valores já depreciados até maio/2010, em R$:
   *  móveis e utensílios diversos comprados em 07/2008: 20.460
   * luminoso loja e luminoso 
   * móveis do escritório, cadeiras, banquetas e estantes: 3.897  
   * maquineta de preços, expositores de livros e de preços: 452
   * 2 condicionadores de ar tipo split Fujitsu Inverter: 4.034
   * cartões presente e banners: 700
   * 2 leitores de mão, 1 leitor loja e 1 impressora fiscal: 4.027
   * 1 estabilizador loja, 1 monitor LCD, 1 multifuncional HP e 1 teclado 
      com mouse, 2 telefones sem fio: 789
   * 1 servidor completo, 1 computador completo loja, 2 estabilizadores e 1 roteador wi-fi:3.608- empresa 100% informatizada, da loja até as rotinas administrativas.
",23000,"- livros
- artigos de papelaria e escritório
- presentes
- embalagens
- informática (mouses, teclados, web cams, mouse pads, CDs/DVDs, papéis para impressão, canetas marcadoras)
",,2003,"Necessidade de dedicação de tempo integral ao negócio.",283125,301274,349593,30000,13800,46,5800,2,Nenhum,"- Entrada a negociar mais parcelamento, se necessário.
- Aceito automóvel semi-novo (até 4 anos de uso) como parte do pagamento, de acordo com avaliação do mercado de automóveis usados de Joinville. 
",3,"-  Loja próxima dos principais pontos turísticos da cidade e de 3 colégios particulares.
- Grande potencial de aumento do faturamento através da possibilidade de ampliação da estrutura física e do mix de produtos (como brinquedos educativos, por exemplo).
- Atendimento é personalizado, com funcionários treinados nas mais modernas práticas comerciais.
- Grande variedade de títulos e grande sortimento de produtos de papelaria “a granel”.
- Clientela fidelizada há anos.
- Toda a loja é informatizada, o que facilita o atendimento ao cliente e a execução de todas as rotinas administrativas e de gestão.
- Custo fixo baixo.
- Produto (livro) em franco crescimento de vendas.
- Existencia de somente 2 concorrentes.
- Existencia de convênios firmados com empresas para venda de produtos aos seus funcionários.
- Fornecedores confiáveis e parceiros de longa data.
","Rua Blumenau",,América,Joinville,"Santa Catarina",Brasil,,,,
